Mixed_Flock,Localidade,Latitude,Longitude,Fitofisionomia,Ecoregion,Temp,Prec,Alt,npp,evapo,Located,Edge
262,Casa_Verde,-21.612264,-53.30533,galeria_ciliar,Cerrado,235,1341,339,0.782999992,87.70420074,edge,1
263,Casa_Verde,-21.612264,-53.30533,cerrado,Cerrado,235,1341,339,0.782999992,87.70420074,interior,0
264,Casa_Verde,-21.612264,-53.30533,galeria_ciliar,Cerrado,235,1341,339,0.782999992,87.70420074,interior,0
265,Casa_Verde,-21.612264,-53.30533,cerrado,Cerrado,235,1341,339,0.782999992,87.70420074,edge,1
266,Casa_Verde,-21.612264,-53.30533,galeria_ciliar,Cerrado,235,1341,339,0.782999992,87.70420074,interior,0
267,Casa_Verde,-21.612264,-53.30533,cerradao,Cerrado,235,1341,339,0.782999992,87.70420074,edge,1
268,Casa_Verde,-21.612264,-53.30533,cerradao,Cerrado,235,1341,339,0.782999992,87.70420074,interior,0
326,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
327,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,edge,1
328,Caracol,-22.20662,-57.304149,flooded_forest,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
329,Caracol,-22.20662,-57.304149,flooded_forest,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
330,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,edge,1
331,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
332,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,edge,1
333,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
334,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
335,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
336,Caracol,-22.20662,-57.304149,flooded_forest,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
337,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
338,Caracol,-22.20662,-57.304149,chaco,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
339,Caracol,-22.20662,-57.304149,flooded_forest,Cerrado,243,1355,132,0.589999974,101.3013,interior,0
370,Campo_Grande,-20.495406,-54.495271,cerradao,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
386,Campo_Grande,-20.495406,-54.495271,cerradao,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
369,Campo_Grande,-20.495406,-54.495271,cerradao,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
371,Campo_Grande,-20.495406,-54.495271,cerradao,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
372,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
373,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
374,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
375,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
377,Campo_Grande,-20.495406,-54.495271,galeria_ciliar,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
378,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
379,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
380,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
381,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
382,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
384,Campo_Grande,-20.495406,-54.495271,galeria_ciliar,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
385,Campo_Grande,-20.495406,-54.495271,cerrado,Cerrado,232,1460,589,0.388999999,93.61170197,interior,0
388,Campo_Grande,-20.495406,-54.495271,galeria_ciliar,Cerrado,232,1460,589,0.388999999,93.61170197,edge,1
109,Caiman,-19.93,-56.32,cerradao,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
104,Caiman,-19.93,-56.32,flooded_forest,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
105,Caiman,-19.93,-56.32,seasonal_forest,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
106,Caiman,-19.93,-56.32,chaco,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
107,Caiman,-19.93,-56.32,chaco,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
108,Caiman,-19.93,-56.32,cerrado,Pantanal,251,1345,117,0.677999973,103.8992004,edge,1
110,Caiman,-19.93,-56.32,chaco,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
111,Caiman,-19.93,-56.32,cerrado,Pantanal,251,1345,117,0.677999973,103.8992004,edge,1
112,Caiman,-19.93,-56.32,cerrado,Pantanal,251,1345,117,0.677999973,103.8992004,edge,1
113,Caiman,-19.93,-56.32,flooded_forest,Pantanal,251,1345,117,0.677999973,103.8992004,edge,1
114,Caiman,-19.93,-56.32,flooded_forest,Pantanal,251,1345,117,0.677999973,103.8992004,edge,1
115,Caiman,-19.93,-56.32,seasonal_forest,Pantanal,251,1345,117,0.677999973,103.8992004,edge,1
116,Caiman,-19.93,-56.32,seasonal_forest,Pantanal,251,1345,117,0.677999973,103.8992004,interior,0
342,Bonito2,-20.884562,-56.56821,cerradao,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
352,Bonito2,-20.884562,-56.56821,cerradao,Cerrado,229,1361,483,0.654999971,99.68019867,edge,1
340,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
341,Bonito2,-20.884562,-56.56821,galeria_ciliar,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
343,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
344,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
346,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
348,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
349,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
350,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
351,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
353,Bonito2,-20.884562,-56.56821,seasonal_forest,Cerrado,229,1361,483,0.654999971,99.68019867,interior,0
182,Bonito,-21.08,-56.73,cerradao,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
178,Bonito,-21.08,-56.73,cerradao,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
179,Bonito,-21.08,-56.73,cerradao,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
166,Bonito,-21.08,-56.73,cerradao,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
162,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
163,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
164,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
165,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
167,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
168,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
169,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
170,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
171,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
172,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
173,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
174,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
175,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
176,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
177,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
180,Bonito,-21.08,-56.73,chaco,Cerrado,224,1353,601,0.755999982,89.2582016,interior,0
181,Bonito,-21.08,-56.73,galeria_ciliar,Cerrado,224,1353,601,0.755999982,89.2582016,edge,1
159,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
145,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,edge,1
150,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
143,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,edge,1
144,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,edge,1
149,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
151,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,edge,1
155,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
153,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,edge,1
161,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
156,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
154,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
147,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
160,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
152,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,edge,1
157,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
158,Bela_Vista,-22.07,-56.55,cerradao,Cerrado,237,1390,222,0.799000025,103.0920029,interior,0
367,Aquidauana,-20.452928,-55.497212,cerradao,Cerrado,242,1434,232,0.35800001,103.138298,edge,1
362,Aquidauana,-20.452928,-55.497212,cerradao,Cerrado,242,1434,232,0.35800001,103.138298,edge,1
360,Aquidauana,-20.452928,-55.497212,cerradao,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
354,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
355,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
356,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
357,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
358,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
359,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,edge,1
361,Aquidauana,-20.452928,-55.497212,cerrado,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
363,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
364,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
365,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,edge,1
366,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,interior,0
368,Aquidauana,-20.452928,-55.497212,galeria_ciliar,Cerrado,242,1434,232,0.35800001,103.138298,edge,1
44,Albuquerque,-19.38,-57.4,cerradao,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
45,Albuquerque,-19.38,-57.4,cerradao,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
31,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
32,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
33,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
34,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
35,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
36,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
37,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
38,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
39,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
40,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
41,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
42,Albuquerque,-19.38,-57.4,seasonal_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,edge,1
43,Albuquerque,-19.38,-57.4,seasonal_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
46,Albuquerque,-19.38,-57.4,seasonal_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
47,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
48,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
49,Albuquerque,-19.38,-57.4,flooded_forest,Chiquitano_dry_forest,257,1137,114,0.513000011,86.86019897,interior,0
24,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
25,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
26,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
27,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
28,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
29,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
30,Abobral,-19.48,-56.92,flooded_forest,Pantanal,257,1220,92,0.677999973,92.86750031,edge,1
